item,choice1,choice2,choice3,choice4,corrAns,givenAns,rt,correct,cond,filename,natural,production,displayOrder,date,hour,min,n,subject,target,expectedprefix,response,vowel_correct,expectedanswer,expectedstem,consonant_correct
cuya,mucuya,macuya,mazuya,muzuya,2,1,17.623000090999994,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,1,2019-05-24,14,20,54,43,filler,mu,mucuya,1,macuya,cuya,1
sewo,masewo,musewo,madewo,mudewo,3,4,14.817650895000043,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,2,2019-05-24,14,20,54,43,target,ma,mudewo,0,madewo,dewo,1
humo,magumo,mugumo,muhumo,mahumo,2,2,8.679672408999977,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,3,2019-05-24,14,20,54,43,target,mu,mugumo,1,mugumo,gumo,1
yuwo,maluwo,mayuwo,muyuwo,muluwo,2,2,8.486206992000007,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,4,2019-05-24,14,20,54,43,filler,mu,mayuwo,0,mayuwo,yuwo,1
caya,mazaya,muzaya,mucaya,macaya,4,2,4.567629928000315,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,5,2019-05-24,14,20,54,43,filler,ma,muzaya,0,macaya,caya,0
heza,mageza,mugeza,muheza,maheza,1,3,6.381081020999773,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,6,2019-05-24,14,20,54,43,target,ma,muheza,0,mageza,geza,0
hume,muhume,magume,mahume,mugume,4,1,20.41250894499899,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,7,2019-05-24,14,20,54,43,target,mu,muhume,1,mugume,gume,0
hecu,mahecu,magecu,muhecu,mugecu,2,2,7.605789139999615,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,8,2019-05-24,14,20,54,43,target,ma,magecu,1,magecu,gecu,1
hami,mugami,mahami,magami,muhami,3,3,27.84430241300106,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,9,2019-05-24,14,20,54,43,target,ma,magami,1,magami,gami,1
hazu,magazu,mahazu,mugazu,muhazu,1,3,5.289086879001843,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,10,2019-05-24,14,20,54,43,target,ma,mugazu,0,magazu,gazu,1
ceya,mazeya,muceya,maceya,muzeya,3,4,22.011391508000088,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,11,2019-05-24,14,20,54,43,filler,ma,muzeya,0,maceya,ceya,0
zawo,macawo,mucawo,mazawo,muzawo,3,3,11.486895558999095,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,12,2019-05-24,14,20,54,43,filler,ma,mazawo,1,mazawo,zawo,1
hemi,muhemi,mahemi,mugemi,magemi,4,3,13.397396858999855,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,13,2019-05-24,14,20,54,43,target,ma,mugemi,0,magemi,gemi,1
yani,mayani,malani,mulani,muyani,1,1,13.76939659799973,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,14,2019-05-24,14,20,54,43,filler,ma,mayani,1,mayani,yani,1
seyu,maseyu,madeyu,museyu,madeyu,4,2,68.51644677700097,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,15,2019-05-24,14,20,54,43,target,ma,madeyu,1,madeyu,deyu,1
huce,muguce,muhuce,maguce,mahuce,1,4,16.230105079001078,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,16,2019-05-24,14,20,54,43,target,mu,mahuce,0,muguce,guce,0
liya,mayiya,muliya,muyiya,maliya,4,4,12.602191534999292,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,17,2019-05-24,14,20,54,43,filler,ma,maliya,1,maliya,liya,1
halu,magalu,muhalu,mahalu,mugalu,1,4,4.101954449000914,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,18,2019-05-24,14,20,54,43,target,ma,mugalu,0,magalu,galu,1
zeyu,mazeyu,muzeyu,muceyu,maceyu,1,2,6.744060119999631,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,19,2019-05-24,14,20,54,43,filler,ma,muzeyu,0,mazeyu,zeyu,1
sezu,masezu,madezu,mudezu,musezu,2,2,11.83325657700334,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,20,2019-05-24,14,20,54,43,target,ma,madezu,1,madezu,dezu,1
fuma,mafuma,mufuma,mubuma,mabuma,4,4,8.702501058000053,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,21,2019-05-24,14,20,54,43,target,mu,mabuma,0,mabuma,buma,1
zewo,macawo,mucawo,muzewo,mazewo,4,3,15.2746706479993,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,22,2019-05-24,14,20,54,43,filler,ma,muzewo,0,mazewo,zewo,1
fome,mufome,mabome,mubome,mafome,2,3,21.013038144999882,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,23,2019-05-24,14,20,54,43,target,ma,mubome,0,mabome,bome,1
hamo,mahamo,magamo,mugamo,muhamo,2,2,16.28339300099833,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,24,2019-05-24,14,20,54,43,target,ma,magamo,1,magamo,gamo,1
fazu,mafazu,mubazu,mabazu,mufazu,3,2,4.602541225001914,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,25,2019-05-24,14,20,54,43,target,ma,mubazu,0,mabazu,bazu,1
suwa,muduwa,masuwa,maduwa,musuwa,1,3,16.53149309299988,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,26,2019-05-24,14,20,54,43,target,mu,maduwa,0,muduwa,duwa,1
yazu,malazu,mayazu,muyazu,mulazu,2,3,8.514101554999797,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,27,2019-05-24,14,20,54,43,filler,ma,muyazu,0,mayazu,yazu,1
huwu,maguwu,muguwu,mahuwu,muhuwu,2,1,14.576126556999952,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,28,2019-05-24,14,20,54,43,target,mu,maguwu,0,muguwu,guwu,1
fonu,mabonu,mafonu,mubonu,mufonu,1,1,5.751856750001025,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,29,2019-05-24,14,20,54,43,target,ma,mabonu,1,mabonu,bonu,1
ceyu,maceyu,mazeyu,muceyu,muzeyu,1,3,7.3522318940013065,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,30,2019-05-24,14,20,54,43,filler,ma,muceyu,0,maceyu,ceyu,1
hece,mahece,muhece,magece,mugece,3,3,4.835048753000592,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,31,2019-05-24,14,20,54,43,target,ma,magece,1,magece,gece,1
semi,musemi,mademi,mudemi,masemi,2,3,4.5040658569996594,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,32,2019-05-24,14,20,54,43,target,ma,mudemi,0,mademi,demi,1
yuca,mayuca,maluca,muluca,muyuca,1,3,6.8085197689979395,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,33,2019-05-24,14,20,54,43,filler,mu,muluca,1,mayuca,yuca,0
hewu,mahewu,muhewu,magewu,mugewu,3,3,22.415852921996702,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,34,2019-05-24,14,20,54,43,target,ma,magewu,1,magewu,gewu,1
sume,mudume,madume,musume,masume,1,2,8.371811165001418,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,35,2019-05-24,14,20,54,43,target,mu,madume,0,mudume,dume,1
fayu,mafayu,mufayu,mubayu,mabayu,4,3,6.388539979001507,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,36,2019-05-24,14,20,54,43,target,ma,mubayu,0,mabayu,bayu,1
huli,mahuli,muhuli,muguli,maguli,3,3,3.6478501400015375,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,37,2019-05-24,14,20,54,43,target,mu,muguli,1,muguli,guli,1
haya,mahaya,magaya,muhaya,mugaya,2,4,7.215076230997511,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,38,2019-05-24,14,20,54,43,target,ma,mugaya,0,magaya,gaya,1
zuyu,macuyu,muzuyu,mazuyu,mucuyu,3,4,7.662763020998682,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,39,2019-05-24,14,20,54,43,filler,mu,mucuyu,1,mazuyu,zuyu,0
cuyu,mazuyu,macuyu,muzuyu,mucuyu,2,2,4.587091583998699,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,40,2019-05-24,14,20,54,43,filler,mu,macuyu,0,macuyu,cuyu,1
leya,mayeya,muyeya,maleya,muleya,3,4,6.005150351000339,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,41,2019-05-24,14,20,54,43,filler,ma,muleya,0,maleya,leya,1
funa,mabuna,mafuna,mubuna,mufuna,1,3,2.2232639049980207,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,42,2019-05-24,14,20,54,43,target,mu,mubuna,1,mabuna,buna,1
sewa,musewa,masewa,madewa,mudewa,3,4,9.013490449000528,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,43,2019-05-24,14,20,54,43,target,ma,mudewa,0,madewa,dewa,1
sule,musule,masule,mudule,madule,3,4,14.899966157001472,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,44,2019-05-24,14,20,54,43,target,mu,madule,0,mudule,dule,1
hunu,mugunu,muhunu,magunu,mahunu,1,3,4.403788763000193,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,45,2019-05-24,14,20,54,43,target,mu,magunu,0,mugunu,gunu,1
fuze,mufuze,mubuze,mafuze,mabuze,2,2,5.187400016999163,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,46,2019-05-24,14,20,54,43,target,mu,mubuze,1,mubuze,buze,1
hace,mahace,muhace,mugace,magace,4,3,11.104419169998437,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,47,2019-05-24,14,20,54,43,target,ma,mugace,0,magace,gace,1
luwo,maluwo,muluwo,mayuwo,muyuwo,1,2,4.01962118099982,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,48,2019-05-24,14,20,54,43,filler,mu,muluwo,1,maluwo,luwo,1
yecu,malecu,mulecu,muyecu,mayecu,4,3,6.916545888001565,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,49,2019-05-24,14,20,54,43,filler,ma,muyecu,0,mayecu,yecu,1
sumu,masumu,musumu,madumu,mudumu,4,3,9.806177891998232,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,50,2019-05-24,14,20,54,43,target,mu,madumu,0,mudumu,dumu,1
foze,mafoze,mufoze,maboze,muboze,3,1,4.986868949999916,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,51,2019-05-24,14,20,54,43,target,ma,mafoze,1,maboze,boze,0
heye,maheye,mugeye,muheye,mageye,4,2,7.403928684001585,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,52,2019-05-24,14,20,54,43,target,ma,mugeye,0,mageye,geye,1
faca,mafaca,mubaca,mufaca,mabaca,4,4,5.889290619998064,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,53,2019-05-24,14,20,54,43,target,ma,mabaca,1,mabaca,baca,1
lawo,mayawo,malawo,mulawo,muyawo,2,2,5.955026038998767,1,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,54,2019-05-24,14,20,54,43,filler,ma,malawo,1,malawo,lawo,1
sezu,masezu,madezu,mudezu,musezu,2,2,5.336420260999944,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,1,2019-05-23,16,12,54,31,target,ma,madezu,1,madezu,dezu,1
sewa,musewa,masewa,madewa,mudewa,3,3,4.850185449999913,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,2,2019-05-23,16,12,54,31,target,ma,madewa,1,madewa,dewa,1
hemi,muhemi,mahemi,mugemi,magemi,4,2,5.48778723199996,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,3,2019-05-23,16,12,54,31,target,ma,mahemi,1,magemi,gemi,0
fayu,mafayu,mufayu,mubayu,mabayu,4,4,4.0522501219999185,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,4,2019-05-23,16,12,54,31,target,ma,mabayu,1,mabayu,bayu,1
huwu,maguwu,muguwu,mahuwu,muhuwu,2,4,3.503528144000029,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,5,2019-05-23,16,12,54,31,target,mu,muhuwu,1,muguwu,guwu,0
hamo,mahamo,magamo,mugamo,muhamo,2,1,5.648036042999934,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,6,2019-05-23,16,12,54,31,target,ma,mahamo,1,magamo,gamo,0
liya,mayiya,muliya,muyiya,maliya,4,4,6.468993081000008,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,7,2019-05-23,16,12,54,31,filler,ma,maliya,1,maliya,liya,1
hami,mugami,mahami,magami,muhami,3,2,2.6835422869999093,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,8,2019-05-23,16,12,54,31,target,ma,mahami,1,magami,gami,0
sume,mudume,madume,musume,masume,1,1,2.8202757779999956,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,9,2019-05-23,16,12,54,31,target,mu,mudume,1,mudume,dume,1
yazu,malazu,mayazu,muyazu,mulazu,2,2,3.6790413960000024,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,10,2019-05-23,16,12,54,31,filler,ma,mayazu,1,mayazu,yazu,1
zewo,macawo,mucawo,muzewo,mazewo,4,4,2.759601642000007,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,11,2019-05-23,16,12,54,31,filler,ma,mazewo,1,mazewo,zewo,1
yani,mayani,malani,mulani,muyani,1,1,2.7058915309999065,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,12,2019-05-23,16,12,54,31,filler,ma,mayani,1,mayani,yani,1
huce,muguce,muhuce,maguce,mahuce,1,2,4.266166526999996,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,13,2019-05-23,16,12,54,31,target,mu,muhuce,1,muguce,guce,0
zuyu,macuyu,muzuyu,mazuyu,mucuyu,3,2,3.2951081069998054,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,14,2019-05-23,16,12,54,31,filler,mu,muzuyu,1,mazuyu,zuyu,1
sewo,masewo,musewo,madewo,mudewo,3,3,5.490056608000032,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,15,2019-05-23,16,12,54,31,target,ma,madewo,1,madewo,dewo,1
heye,maheye,mugeye,muheye,mageye,4,1,3.7851095250000526,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,16,2019-05-23,16,12,54,31,target,ma,maheye,1,mageye,geye,0
heza,mageza,mugeza,muheza,maheza,1,4,4.2339981919999445,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,17,2019-05-23,16,12,54,31,target,ma,maheza,1,mageza,geza,0
yuca,mayuca,maluca,muluca,muyuca,1,4,2.921156728000142,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,18,2019-05-23,16,12,54,31,filler,mu,muyuca,1,mayuca,yuca,1
hace,mahace,muhace,mugace,magace,4,1,2.8055070870000236,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,19,2019-05-23,16,12,54,31,target,ma,mahace,1,magace,gace,0
foze,mafoze,mufoze,maboze,muboze,3,3,3.7838724739999634,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,20,2019-05-23,16,12,54,31,target,ma,maboze,1,maboze,boze,1
cuyu,mazuyu,macuyu,muzuyu,mucuyu,2,4,11.180764612000075,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,21,2019-05-23,16,12,54,31,filler,mu,mucuyu,1,macuyu,cuyu,1
suwa,muduwa,masuwa,maduwa,musuwa,1,1,3.322133028999815,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,22,2019-05-23,16,12,54,31,target,mu,muduwa,1,muduwa,duwa,1
hazu,magazu,mahazu,mugazu,muhazu,1,2,1.9382848010000089,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,23,2019-05-23,16,12,54,31,target,ma,mahazu,1,magazu,gazu,0
cuya,mucuya,macuya,mazuya,muzuya,2,1,1.8673964429999614,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,24,2019-05-23,16,12,54,31,filler,mu,mucuya,1,macuya,cuya,1
hewu,mahewu,muhewu,magewu,mugewu,3,1,2.6530751589998545,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,25,2019-05-23,16,12,54,31,target,ma,mahewu,1,magewu,gewu,0
seyu,maseyu,madeyu,museyu,madeyu,4,2,3.3189403359999687,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,26,2019-05-23,16,12,54,31,target,ma,madeyu,1,madeyu,deyu,1
fazu,mafazu,mubazu,mabazu,mufazu,3,3,10.949048438999853,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,27,2019-05-23,16,12,54,31,target,ma,mabazu,1,mabazu,bazu,1
halu,magalu,muhalu,mahalu,mugalu,1,3,3.569285486000126,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,28,2019-05-23,16,12,54,31,target,ma,mahalu,1,magalu,galu,0
semi,musemi,mademi,mudemi,masemi,2,2,4.952328138999974,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,29,2019-05-23,16,12,54,31,target,ma,mademi,1,mademi,demi,1
ceya,mazeya,muceya,maceya,muzeya,3,3,4.950783161000118,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,30,2019-05-23,16,12,54,31,filler,ma,maceya,1,maceya,ceya,1
humo,magumo,mugumo,muhumo,mahumo,2,3,3.36770413499994,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,31,2019-05-23,16,12,54,31,target,mu,muhumo,1,mugumo,gumo,0
fuze,mufuze,mubuze,mafuze,mabuze,2,2,4.802938465999887,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,32,2019-05-23,16,12,54,31,target,mu,mubuze,1,mubuze,buze,1
yuwo,maluwo,mayuwo,muyuwo,muluwo,2,3,2.9865740130001086,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,33,2019-05-23,16,12,54,31,filler,mu,muyuwo,1,mayuwo,yuwo,1
haya,mahaya,magaya,muhaya,mugaya,2,1,1.6340002459999141,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,34,2019-05-23,16,12,54,31,target,ma,mahaya,1,magaya,gaya,0
luwo,maluwo,muluwo,mayuwo,muyuwo,1,2,3.2365052879999894,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,35,2019-05-23,16,12,54,31,filler,mu,muluwo,1,maluwo,luwo,1
fome,mufome,mabome,mubome,mafome,2,2,4.550848008000003,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,36,2019-05-23,16,12,54,31,target,ma,mabome,1,mabome,bome,1
sumu,masumu,musumu,madumu,mudumu,4,4,3.1217139949999364,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,37,2019-05-23,16,12,54,31,target,mu,mudumu,1,mudumu,dumu,1
caya,mazaya,muzaya,mucaya,macaya,4,4,5.517489060000116,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,38,2019-05-23,16,12,54,31,filler,ma,macaya,1,macaya,caya,1
sule,musule,masule,mudule,madule,3,3,5.5697768699999415,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,39,2019-05-23,16,12,54,31,target,mu,mudule,1,mudule,dule,1
lawo,mayawo,malawo,mulawo,muyawo,2,2,2.070108954000034,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,40,2019-05-23,16,12,54,31,filler,ma,malawo,1,malawo,lawo,1
hece,mahece,muhece,magece,mugece,3,1,2.783681506999983,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,41,2019-05-23,16,12,54,31,target,ma,mahece,1,magece,gece,0
faca,mafaca,mubaca,mufaca,mabaca,4,4,4.019625142000223,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,42,2019-05-23,16,12,54,31,target,ma,mabaca,1,mabaca,baca,1
zawo,macawo,mucawo,mazawo,muzawo,3,3,3.0850379529999827,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,43,2019-05-23,16,12,54,31,filler,ma,mazawo,1,mazawo,zawo,1
yecu,malecu,mulecu,muyecu,mayecu,4,4,4.178897574000075,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,44,2019-05-23,16,12,54,31,filler,ma,mayecu,1,mayecu,yecu,1
fuma,mafuma,mufuma,mubuma,mabuma,4,3,5.403041819000009,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,45,2019-05-23,16,12,54,31,target,mu,mubuma,1,mabuma,buma,1
hume,muhume,magume,mahume,mugume,4,1,3.2685440560001098,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,46,2019-05-23,16,12,54,31,target,mu,muhume,1,mugume,gume,0
leya,mayeya,muyeya,maleya,muleya,3,3,2.7377225579998594,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,47,2019-05-23,16,12,54,31,filler,ma,maleya,1,maleya,leya,1
ceyu,maceyu,mazeyu,muceyu,muzeyu,1,1,3.2039980189999824,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,48,2019-05-23,16,12,54,31,filler,ma,maceyu,1,maceyu,ceyu,1
hecu,mahecu,magecu,muhecu,mugecu,2,1,1.9394021299999622,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,49,2019-05-23,16,12,54,31,target,ma,mahecu,1,magecu,gecu,0
hunu,mugunu,muhunu,magunu,mahunu,1,2,3.9546921959999963,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,50,2019-05-23,16,12,54,31,target,mu,muhunu,1,mugunu,gunu,0
funa,mabuna,mafuna,mubuna,mufuna,1,3,3.537323597000068,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,51,2019-05-23,16,12,54,31,target,mu,mubuna,1,mabuna,buna,1
zeyu,mazeyu,muzeyu,muceyu,maceyu,1,1,3.578312651999795,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,52,2019-05-23,16,12,54,31,filler,ma,mazeyu,1,mazeyu,zeyu,1
fonu,mabonu,mafonu,mubonu,mufonu,1,1,2.817428770999868,1,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,53,2019-05-23,16,12,54,31,target,ma,mabonu,1,mabonu,bonu,1
huli,mahuli,muhuli,muguli,maguli,3,2,1.8007391940000161,0,un_prod,Unnatural production_2019_May_23_1612.csv,0,1,54,2019-05-23,16,12,54,31,target,mu,muhuli,1,muguli,guli,0
luwo,maluwo,muluwo,mayuwo,muyuwo,1,1,15.465227247001167,1,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,1,2019-05-21,12,56,54,13,filler,mu,maluwo,0,maluwo,luwo,1
zeyu,mazeyu,muzeyu,muceyu,maceyu,1,1,7.941312873999777,1,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,2,2019-05-21,12,56,54,13,filler,ma,mazeyu,1,mazeyu,zeyu,1
sezu,masezu,madezu,mudezu,musezu,2,2,11.916044890000194,1,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,3,2019-05-21,12,56,54,13,target,ma,madezu,1,madezu,dezu,1
leya,mayeya,muyeya,maleya,muleya,3,4,8.784138327000619,0,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,4,2019-05-21,12,56,54,13,filler,ma,muleya,0,maleya,leya,1
funa,mabuna,mafuna,mubuna,mufuna,1,3,17.598132843999338,0,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,5,2019-05-21,12,56,54,13,target,mu,mubuna,1,mabuna,buna,1
semi,musemi,mademi,mudemi,masemi,2,4,9.515812425999684,0,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,6,2019-05-21,12,56,54,13,target,ma,masemi,1,mademi,demi,0
hemi,muhemi,mahemi,mugemi,magemi,4,1,7.459324492998348,0,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,7,2019-05-21,12,56,54,13,target,ma,muhemi,0,magemi,gemi,0
huli,mahuli,muhuli,muguli,maguli,3,2,11.979080586001146,0,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,8,2019-05-21,12,56,54,13,target,mu,muhuli,1,muguli,guli,0
faca,mafaca,mubaca,mufaca,mabaca,4,4,20.699698294998598,1,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,9,2019-05-21,12,56,54,13,target,ma,mabaca,1,mabaca,baca,1
fome,mufome,mabome,mubome,mafome,2,2,8.248543155999869,1,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,10,2019-05-21,12,56,54,13,target,ma,mabome,1,mabome,bome,1
ceya,mazeya,muceya,maceya,muzeya,3,2,7.348884027000167,0,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,11,2019-05-21,12,56,54,13,filler,ma,muceya,0,maceya,ceya,1
yecu,malecu,mulecu,muyecu,mayecu,4,4,14.84413120499994,1,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,12,2019-05-21,12,56,54,13,filler,ma,mayecu,1,mayecu,yecu,1
caya,mazaya,muzaya,mucaya,macaya,4,3,8.011523409000802,0,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,13,2019-05-21,12,56,54,13,filler,ma,mucaya,0,macaya,caya,1
hunu,mugunu,muhunu,magunu,mahunu,1,2,9.90210004400069,0,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,14,2019-05-21,12,56,54,13,target,mu,muhunu,1,mugunu,gunu,0
sume,mudume,madume,musume,masume,1,1,8.504698714999904,1,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,15,2019-05-21,12,56,54,13,target,mu,mudume,1,mudume,dume,1
zawo,macawo,mucawo,mazawo,muzawo,3,2,13.416885437000019,0,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,16,2019-05-21,12,56,54,13,filler,ma,mucawo,0,mazawo,zawo,0
heza,mageza,mugeza,muheza,maheza,1,4,9.132430510000631,0,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,17,2019-05-21,12,56,54,13,target,ma,maheza,1,mageza,geza,0
sule,musule,masule,mudule,madule,3,3,4.288912209998671,1,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,18,2019-05-21,12,56,54,13,target,mu,mudule,1,mudule,dule,1
lawo,mayawo,malawo,mulawo,muyawo,2,3,15.35130621099961,0,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,19,2019-05-21,12,56,54,13,filler,ma,mulawo,0,malawo,lawo,1
seyu,maseyu,madeyu,museyu,madeyu,4,1,14.749400197000796,0,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,20,2019-05-21,12,56,54,13,target,ma,maseyu,1,madeyu,deyu,0
hecu,mahecu,magecu,muhecu,mugecu,2,3,10.6517566980001,0,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,21,2019-05-21,12,56,54,13,target,ma,muhecu,0,magecu,gecu,0
fuma,mafuma,mufuma,mubuma,mabuma,4,4,8.56706748400029,1,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,22,2019-05-21,12,56,54,13,target,mu,mabuma,0,mabuma,buma,1
ceyu,maceyu,mazeyu,muceyu,muzeyu,1,1,5.819184858999506,1,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,23,2019-05-21,12,56,54,13,filler,ma,maceyu,1,maceyu,ceyu,1
zuyu,macuyu,muzuyu,mazuyu,mucuyu,3,1,8.44122936399981,0,un_prod,Unnatural production_2019_May_21_1256.csv,0,1,24,2019-05-21,12,56,54,13,filler,mu,macuyu,0,mazuyu,zuyu,0
